title,sinopsis,Genre
 Wall Street,"An impatient young stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless, greedy corporate raider who takes the youth under his wing.","Drama, Mystery, Sci-Fi"
 NCIS,"Follows the Major Case Response Team (MCRT) from the Naval Criminal Investigative Service (NCIS), as they get to the bottom of criminal cases connected to Navy and Marine Corps personnel.","Comedy, Music, Romance"
 F9: The Fast Saga,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,"Action, Comedy, Fantasy"
 Sonic the Hedgehog,"Taking refuge on Earth, when Sonic uses his incredible speed and accidentally knock out the power in part of the United States, he catches the attention of Dr. Robotnik and must stop him from using his unique power for world domination.","Biography, Crime, Drama"
 Last Action Hero,"With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.","Biography, Drama, History"
 The Lost Boys,"When a recently divorced mother and her two teenage boys move to a coastal town to stay with her father, it doesn't take long for the brothers to realize the area is a haven for something much more sinister than party-going surfers.","Adventure, Comedy, Family"
 The Disaster Artist,"When aspiring actor Greg Sestero meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.","Action, Adventure, Comedy"
 From Hell,"After five ritualistic murders are committed in 1888 London, Inspector Abberline's assignment is to investigate the ""Jack the Ripper"" murders. Along with a string of mutilated prostitutes, he uncovers a conspiracy involving the government.","Biography, Crime, Drama"
" Planes, Trains & Automobiles","A Chicago advertising man must struggle to travel home from New York for Thanksgiving, with a lovable oaf of a shower-curtain-ring salesman as his only companion.","Crime, Drama, Mystery"
 Hercules,"Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.","Crime, Drama, Sport"
 13 Hours: The Secret Soldiers of Benghazi,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.","Drama, Horror, Sci-Fi"
 Vice,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that are still felt today.","Drama, Romance"
 Blue Is the Warmest Colour,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.","Animation, Adventure, Family"
 Robots,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.","Comedy, Drama, Romance"
 The Lost City,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"Action, Adventure, Drama"
 Snowden,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.","Drama, Romance"
 Inside Llewyn Davis,A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.,"Animation, Adventure, Comedy"
 The Purge: Anarchy,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs.","Horror, Mystery, Thriller"
 The Orphanage,"A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend.","Animation, Adventure, Comedy"
 Conan the Barbarian,A powerful warrior seeks to avenge the genocide of his people and the murder of his parents at the hands of a snake cult.,"Comedy, Crime"
 Antz,A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,"Action, Fantasy, Horror"
 Kindergarten Cop,"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.","Biography, Drama"
 The Green Hornet,"Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.","Action, Fantasy, Horror"
 Sense8,"A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the world's order.","Comedy, Family, Fantasy"
 The Wedding Singer,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.","Action, Adventure, Biography"
 Pixels,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.","Action, Comedy, Crime"
 Monster,"Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.","Horror, Mystery"
 The Post,A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.,Comedy
 Wonka,"With dreams of opening a shop in a city renowned for its chocolate, a young and poor Willy Wonka discovers that the industry is run by a cartel of greedy chocolatiers.","Crime, Drama, Mystery"
 One Piece,"In a seafaring world, a young pirate captain sets out with his crew to attain the title of Pirate King, and to discover the mythical treasure known as 'One Piece.'","Crime, Drama"
 House of Gucci,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel their legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately...murder.",Drama
 The Drop,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deeply into the neighborhood's past where friends, families, and foes all work together to make a living--no matter the cost.","Action, Adventure, Sci-Fi"
 Green Street Hooligans,"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.","Drama, Horror, Mystery"
 The Substance,"A fading celebrity takes a black-market drug: a cell-replicating substance that temporarily creates a younger, better version of herself.","Action, Crime, Drama"
 Memoirs of a Geisha,"The heartwarming tale of Nitta Sayuri, a young Japanese woman who transcended from her fishing-village roots and became one of Japan's most celebrated geisha.","Action, Horror, Mystery"
 Sleeping Beauty,"After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.","Adventure, Family, Fantasy"
 This Is Us,"A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents.",Comedy
 Buffy the Vampire Slayer,"A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends.","Action, Thriller"
 The Spectacular Now,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""","Action, Adventure, Drama"
 Pinocchio,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.","Animation, Action, Crime"
